Gene	Matched_Count	Total_Count	Mismatches
ANKRD28	100	464	MIR3134,RN7SL4P,BTD,LOC101927647,MIR3134,RN7SL4P,BTD,LOC101927647,MIR3134,RN7SL4P,BTD,LOC101927647,MIR3134,RN7SL4P,BTD,LOC101927647,MIR3134,RN7SL4P,BTD,LOC101927647,MIR3134,RN7SL4P,BTD,LOC101927647,MIR3134,RN7SL4P,BTD,LOC101927647,MIR3134,RN7SL4P,BTD,LOC101927647,MIR3134,RN7SL4P,BTD,LOC101927647,MIR3134,RN7SL4P,BTD,LOC101927647,MIR3134,RN7SL4P,BTD,LOC101927647,MIR3134,RN7SL4P,BTD,LOC101927647,MIR3134,RN7SL4P,BTD,LOC101927647,MIR3134,RN7SL4P,BTD,LOC101927647,MIR3134,RN7SL4P,BTD,LOC101927647,MIR3134,RN7SL4P,BTD,LOC101927647,MIR3134,RN7SL4P,BTD,LOC101927647,MIR3134,RN7SL4P,BTD,LOC101927647,MIR3134,RN7SL4P,BTD,LOC101927647,MIR3134,RN7SL4P,BTD,LOC101927647,MIR3134,RN7SL4P,BTD,LOC101927647,MIR3134,RN7SL4P,BTD,LOC101927647,MIR3134,RN7SL4P,BTD,LOC101927647,MIR3134,RN7SL4P,BTD,LOC101927647,MIR3134,RN7SL4P,BTD,LOC101927647,MIR3134,RN7SL4P,BTD,LOC101927647,MIR3134,RN7SL4P,BTD,LOC101927647,MIR3134,RN7SL4P,BTD,LOC101927647,MIR3134,RN7SL4P,BTD,LOC101927647,MIR3134,RN7SL4P,BTD,LOC101927647,MIR3134,RN7SL4P,BTD,LOC101927647,MIR3134,RN7SL4P,BTD,LOC101927647,MIR3134,RN7SL4P,BTD,LOC101927647,MIR3134,RN7SL4P,BTD,LOC101927647,MIR3134,RN7SL4P,BTD,LOC101927647,MIR3134,RN7SL4P,BTD,LOC101927647,MIR3134,RN7SL4P,BTD,LOC101927647,MIR3134,RN7SL4P,BTD,LOC101927647,MIR3134,RN7SL4P,BTD,LOC101927647,MIR3134,RN7SL4P,BTD,LOC101927647,MIR3134,RN7SL4P,BTD,LOC101927647,MIR3134,RN7SL4P,BTD,LOC101927647,MIR3134,RN7SL4P,BTD,LOC101927647,MIR3134,RN7SL4P,BTD,LOC101927647,MIR3134,RN7SL4P,BTD,LOC101927647,MIR3134,RN7SL4P,BTD,LOC101927647,MIR3134,RN7SL4P,BTD,LOC101927647,MIR3134,RN7SL4P,BTD,LOC101927647,MIR3134,RN7SL4P,BTD,LOC101927647,MIR3134,RN7SL4P,BTD,LOC101927647,MIR3134,RN7SL4P,BTD,LOC101927647,MIR3134,RN7SL4P,BTD,LOC101927647,MIR3134,RN7SL4P,BTD,LOC101927647,MIR3134,RN7SL4P,BTD,LOC101927647,MIR3134,RN7SL4P,BTD,LOC101927647,MIR3134,RN7SL4P,BTD,LOC101927647,MIR3134,RN7SL4P,BTD,LOC101927647,MIR3134,RN7SL4P,BTD,LOC101927647,MIR3134,RN7SL4P,BTD,LOC101927647,MIR3134,RN7SL4P,BTD,LOC101927647,MIR3134,RN7SL4P,BTD,LOC101927647,MIR3134,RN7SL4P,BTD,LOC101927647,MIR3134,RN7SL4P,BTD,LOC101927647,MIR3134,RN7SL4P,BTD,LOC101927647,MIR3134,RN7SL4P,BTD,LOC101927647,BTD,MIR3134,RN7SL4P,BTD,LOC101927647,MIR3134,RN7SL4P,BTD,LOC101927647,MIR3134,RN7SL4P,BTD,LOC101927647,MIR3134,RN7SL4P,BTD,LOC101927647,MIR3134,RN7SL4P,BTD,LOC101927647,MIR3134,RN7SL4P,BTD,LOC101927647,MIR3134,RN7SL4P,BTD,LOC101927647,MIR3134,RN7SL4P,BTD,LOC101927647,MIR3134,RN7SL4P,BTD,LOC101927647,MIR3134,RN7SL4P,BTD,LOC101927647,BTD,BTD,BTD,BTD,MIR3134,RN7SL4P,BTD,LOC101927647,MIR3134,RN7SL4P,BTD,LOC101927647,MIR3134,RN7SL4P,BTD,LOC101927647,MIR3134,RN7SL4P,BTD,LOC101927647,MIR3134,RN7SL4P,BTD,LOC101927647,MIR3134,RN7SL4P,BTD,LOC101927647,MIR3134,RN7SL4P,BTD,LOC101927647,MIR3134,RN7SL4P,BTD,LOC101927647,MIR3134,RN7SL4P,BTD,LOC101927647,MIR3134,RN7SL4P,BTD,LOC101927647,MIR3134,RN7SL4P,BTD,LOC101927647,MIR3134,RN7SL4P,BTD,LOC101927647,BTD,BTD,BTD,BTD,BTD,BTD,RN7SL4P,BTD,LOC101927647,RN7SL4P,LOC101927647
DNAAF1	86	148	TAF1C,TAF1C,TAF1C,TAF1C,TAF1C,TAF1C,TAF1C,TAF1C,TAF1C,TAF1C,TAF1C,TAF1C,TAF1C,TAF1C,TAF1C,TAF1C,TAF1C,TAF1C,TAF1C,TAF1C,TAF1C,TAF1C,TAF1C,TAF1C,TAF1C,TAF1C,TAF1C,TAF1C,TAF1C,TAF1C,TAF1C,TAF1C,TAF1C,TAF1C,TAF1C,TAF1C,TAF1C,TAF1C,TAF1C,TAF1C,TAF1C,TAF1C,TAF1C,TAF1C,TAF1C,TAF1C,TAF1C,TAF1C,TAF1C,TAF1C,TAF1C,TAF1C,TAF1C,TAF1C,TAF1C,TAF1C,TAF1C,TAF1C,TAF1C,TAF1C,TAF1C,TAF1C
FOXA1	21	21	None
MLPH	76	243	MIR6811,MIR6811,MTND5P46,MTND4P40,MIR6811,MTND5P46,MTND4P40,MIR6811,MTND5P46,MTND4P40,MIR6811,MTND5P46,MTND4P40,MIR6811,MTND5P46,MTND4P40,MIR6811,MTND5P46,MTND4P40,MIR6811,MTND5P46,MTND4P40,MIR6811,MTND5P46,MTND4P40,MIR6811,MTND5P46,MTND4P40,MIR6811,MTND5P46,MTND4P40,MIR6811,MTND5P46,MTND4P40,MIR6811,MTND5P46,MTND4P40,MIR6811,MTND5P46,MTND4P40,MIR6811,MTND5P46,MTND4P40,MIR6811,MTND5P46,MTND4P40,MIR6811,MTND5P46,MTND4P40,MIR6811,MTND5P46,MTND4P40,MIR6811,MTND5P46,MTND4P40,MIR6811,MTND5P46,MTND4P40,MIR6811,MTND5P46,MTND4P40,MIR6811,MTND5P46,MTND4P40,MIR6811,MTND5P46,MTND4P40,MIR6811,MTND5P46,MTND4P40,MIR6811,MTND5P46,MTND4P40,MIR6811,MTND5P46,MTND4P40,MIR6811,MTND5P46,MTND4P40,MIR6811,MTND5P46,MTND4P40,MIR6811,MTND5P46,MTND4P40,MIR6811,MTND5P46,MTND4P40,MIR6811,MTND5P46,MTND4P40,MIR6811,MTND5P46,MTND4P40,MIR6811,MTND5P46,MTND4P40,MIR6811,MTND5P46,MTND4P40,MIR6811,MIR6811,MIR6811,MIR6811,MIR6811,MIR6811,MTND5P46,MTND4P40,MIR6811,MTND5P46,MTND4P40,MIR6811,MTND5P46,MTND4P40,MIR6811,MTND5P46,MTND4P40,MIR6811,MTND5P46,MTND4P40,MIR6811,MTND5P46,MTND4P40,MIR6811,MTND5P46,MTND4P40,MIR6811,MTND5P46,MTND4P40,MIR6811,MIR6811,MIR6811,MTND5P46,MTND4P40,MIR6811,MTND5P46,MTND4P40,MIR6811,MTND5P46,MTND4P40,MIR6811,MTND5P46,MTND4P40,MTND5P46,MTND4P40,MTND5P46,MTND4P40,MTND5P46,MTND4P40,MTND5P46,MTND4P40,MTND5P46,MTND4P40,MTND5P46,MTND4P40,MTND5P46,MTND4P40,MTND5P46,MTND4P40,MTND5P46,MTND4P40,MTND5P46,MTND4P40,MTND5P46,MTND4P40,MTND5P46,MTND4P40
ITM2C	41	41	None
TENT5C	20	20	None
CD27	16	42	CD27-AS1,SRP14P1,CD27-AS1,SRP14P1,CD27-AS1,CD27-AS1,CD27-AS1,CD27-AS1,CD27-AS1,CD27-AS1,CD27-AS1,TAPBPL,CD27-AS1,TAPBPL,CD27-AS1,TAPBPL,CD27-AS1,TAPBPL,CD27-AS1,TAPBPL,CD27-AS1,TAPBPL,CD27-AS1,TAPBPL,CD27-AS1,TAPBPL
PDCD1	9	18	LOC105373977,LOC105373977,LOC105373977,LOC105373977,LOC105373977,LOC105373977,LOC105373977,LOC105373977,LOC105373977
GPR183	20	40	UBAC2,UBAC2,UBAC2,UBAC2,UBAC2,UBAC2,UBAC2,UBAC2,UBAC2,UBAC2,UBAC2,UBAC2,UBAC2,UBAC2,UBAC2,UBAC2,UBAC2,UBAC2,UBAC2,UBAC2
PRF1	22	22	None
NOSTRIN	100	161	SPC25,SPC25,SPC25,SPC25,SPC25,SPC25,SPC25,SPC25,SPC25,SPC25,SPC25,SPC25,SPC25,SPC25,SPC25,SPC25,SPC25,SPC25,SPC25,SPC25,SPC25,SPC25,SPC25,SPC25,SPC25,SPC25,SPC25,SPC25,SPC25,SPC25,SPC25,SPC25,SPC25,SPC25,SPC25,SPC25,SPC25,SPC25,SPC25,SPC25,SPC25,SPC25,SPC25,SPC25,SPC25,SPC25,SPC25,SPC25,SPC25,SPC25,SPC25,SPC25,SPC25,SPC25,SPC25,SPC25,SPC25,SPC25,SPC25,SPC25,SPC25
LGALSL	46	92	LGALSL-DT,LGALSL-DT,LGALSL-DT,LGALSL-DT,LGALSL-DT,LGALSL-DT,LGALSL-DT,LGALSL-DT,LGALSL-DT,LGALSL-DT,LGALSL-DT,LGALSL-DT,LGALSL-DT,LGALSL-DT,LGALSL-DT,LGALSL-DT,LGALSL-DT,LGALSL-DT,LGALSL-DT,LGALSL-DT,LGALSL-DT,LGALSL-DT,LGALSL-DT,LGALSL-DT,LGALSL-DT,LGALSL-DT,LGALSL-DT,LGALSL-DT,LGALSL-DT,LGALSL-DT,LGALSL-DT,LGALSL-DT,LGALSL-DT,LGALSL-DT,LGALSL-DT,LGALSL-DT,LGALSL-DT,LGALSL-DT,LGALSL-DT,LGALSL-DT,LGALSL-DT,LGALSL-DT,LGALSL-DT,LGALSL-DT,LGALSL-DT,LGALSL-DT
CEACAM6	16	44	CEACAM5,LOC112268252,LOC112268252,LOC112268252,LOC112268252,LOC112268252,LOC112268252,LOC112268252,LOC112268252,LOC112268252,LOC112268252,LOC112268252,LOC112268252,LOC112268252,LOC112268252,CEACAM3,LOC100422623,LOC112268252,CEACAM3,LOC100422623,LOC112268252,CEACAM3,LOC112268252,CEACAM3,LOC100422623,LOC112268252,CEACAM3,LOC112268252
KLRD1	66	90	CHS.10966,LOC124902875,LOC105369656,CHS.10966,LOC124902875,LOC105369656,CHS.10966,LOC124902875,LOC105369656,CHS.10966,LOC124902875,LOC105369656,CHS.10966,LOC124902875,LOC105369656,CHS.10966,LOC124902875,LOC105369656,CHS.10966,LOC124902875,LOC105369656,CHS.10966,LOC124902875,LOC105369656
MZB1	28	28	None
ESM1	32	37	LOC102467081,LOC102467081,LOC102467081,LOC102467081,LOC102467081
IL3RA	47	141	CHS.57418,CHS.57417,CHS.57418,CHS.57417,CHS.57418,CHS.57417,CHS.57418,CHS.57417,CHS.57418,CHS.57417,CHS.57418,CHS.57417,CHS.57418,CHS.57417,CHS.57418,CHS.57417,CHS.57418,CHS.57417,CHS.57418,CHS.57417,CHS.57418,CHS.57417,CHS.57418,CHS.57417,CHS.57418,CHS.57417,CHS.57418,CHS.57417,CHS.57418,CHS.57417,CHS.57418,CHS.57417,CHS.57418,CHS.57417,CHS.57418,CHS.57417,CHS.57418,CHS.57417,CHS.57418,CHS.57417,CHS.57418,CHS.57417,CHS.57418,CHS.57417,CHS.57418,CHS.57417,CHS.59156,CHS.59155,CHS.59156,CHS.59155,CHS.59156,CHS.59155,CHS.59156,CHS.59155,CHS.59156,CHS.59155,CHS.59156,CHS.59155,CHS.59156,CHS.59155,CHS.59156,CHS.59155,CHS.59156,CHS.59155,CHS.59156,CHS.59155,CHS.59156,CHS.59155,CHS.59156,CHS.59155,CHS.59156,CHS.59155,CHS.59156,CHS.59155,CHS.59156,CHS.59155,CHS.59156,CHS.59155,CHS.59156,CHS.59155,CHS.59156,CHS.59155,CHS.59156,CHS.59155,CHS.59156,CHS.59155,CHS.59156,CHS.59155,CHS.59156,CHS.59155,CHS.59156,CHS.59155,CHS.59156,CHS.59155
CD86	123	123	None
APOBEC3A	17	43	APOBEC3B,APOBEC3B-AS1,APOBEC3B,APOBEC3B-AS1,APOBEC3B,APOBEC3B-AS1,APOBEC3B,APOBEC3B-AS1,APOBEC3B,APOBEC3B-AS1,APOBEC3B,APOBEC3B-AS1,APOBEC3B,APOBEC3B-AS1,APOBEC3B,APOBEC3B-AS1,APOBEC3B,APOBEC3B-AS1,APOBEC3B,APOBEC3B-AS1,APOBEC3B,APOBEC3B-AS1,APOBEC3B,APOBEC3B-AS1,APOBEC3B,APOBEC3B-AS1
SNAI1	6	6	None
CEACAM8	15	30	LIPE-AS1,LIPE-AS1,LIPE-AS1,LIPE-AS1,LIPE-AS1,LIPE-AS1,LIPE-AS1,LIPE-AS1,LIPE-AS1,LIPE-AS1,LIPE-AS1,LIPE-AS1,LIPE-AS1,LIPE-AS1,LIPE-AS1
MNDA	33	33	None
SMS	39	59	LOC646347,ITLN1,LOC646347,ITLN1,LOC646347,ITLN1,LOC646347,ITLN1,LOC646347,ITLN1,LOC646347,ITLN1,LOC646347,ITLN1,LOC100419037,NIM1K,LOC100132039,LOC642590,LOC642590,LOC642590
AKR1C3	64	138	LOC124902365,AKR1C1,LOC124902366,LOC124900291,LOC124902366,LOC124900291,LOC124902366,LOC124900291,LOC124902366,LOC124900291,LOC124902366,LOC124900291,LOC124902366,LOC124900291,LOC124902366,LOC124900291,LOC124902366,LOC124900291,LOC124902366,LOC124900291,LOC124902366,LOC124900291,LOC124902366,LOC124900291,LOC124902366,LOC124900291,LOC124902366,LOC124900291,LOC124902366,LOC124900291,LOC124902366,LOC124900291,LOC124902366,LOC124900291,LOC124902366,LOC124900291,LOC124902366,LOC124900291,LOC124902366,LOC124900291,LOC124902366,LOC124900291,LOC124902366,LOC124900291,LOC124902366,LOC124900291,LOC124902366,LOC124900291,LOC124902366,LOC124900291,LOC124902366,LOC124900291,LOC124902366,LOC124900291,LOC124902366,LOC124900291,LOC124902366,LOC124900291,LOC124900291,LOC124900291,LOC124900291,LOC124900291,LOC124900291,LOC124900291,LOC124900291,LOC124900291,LOC124900291,LOC124900291,LOC124900291,LOC124900291,ARL4AP3,AKR1C4,ARL4AP3,AKR1C4
CCDC80	54	54	None
TACSTD2	10	20	CHS.131512,AK2P1,CHS.131514,MYSM1,CHS.131513,CHS.131512,AK2P1,CHS.131514,MYSM1,CHS.131513
POSTN	100	100	None
USP53	94	94	None
CD68	24	79	EIF4A1,SNORA48,SNORD10,SNORA67,LOC100996842,SENP3-EIF4A1,EIF4A1,SNORA48,SNORD10,SNORA67,LOC100996842,SENP3-EIF4A1,EIF4A1,SNORA48,SNORD10,SNORA67,LOC100996842,SENP3-EIF4A1,EIF4A1,SNORA48,SNORD10,SNORA67,LOC100996842,SENP3-EIF4A1,EIF4A1,SNORA48,SNORD10,SNORA67,LOC100996842,SENP3-EIF4A1,EIF4A1,SNORA48,SNORD10,SNORA67,LOC100996842,SENP3-EIF4A1,LOC100996842,LOC100996842,LOC100996842,LOC100996842,LOC100996842,LOC100996842,LOC100996842,LOC100996842,LOC100996842,LOC100996842,LOC100996842,LOC100996842,MPDU1,LOC100996842,MPDU1,LOC100996842,MPDU1,LOC100996842,MPDU1
CD3G	40	40	None
CCDC6	34	34	None
AQP1	70	79	OSBPL9P6,INMT-MINDY4,MINDY4,OSBPL9P6,INMT-MINDY4,MINDY4,OSBPL9P6,INMT-MINDY4,MINDY4
PTRHD1	30	32	CENPO,ADCY3
S100A4	18	34	LOC101928034,LOC101928034,LOC101928034,LOC101928034,LOC101928034,LOC101928034,LOC101928034,LOC101928034,LOC101928034,S100A3,LOC101928034,S100A3,LOC101928034,S100A3,LOC101928034,S100A3
DNTTIP1	24	24	None
MMP2	80	122	CHS.134072,MMP2-AS1,CHS.134072,MMP2-AS1,CHS.134072,MMP2-AS1,CHS.134072,MMP2-AS1,CHS.134072,MMP2-AS1,CHS.134072,MMP2-AS1,CHS.134072,MMP2-AS1,CHS.134072,MMP2-AS1,CHS.134072,MMP2-AS1,CHS.134072,MMP2-AS1,CHS.134072,MMP2-AS1,CHS.134072,MMP2-AS1,CHS.134072,MMP2-AS1,CHS.134072,MMP2-AS1,CHS.134072,MMP2-AS1,CHS.134072,MMP2-AS1,CHS.134072,MMP2-AS1,CHS.134072,MMP2-AS1,CHS.134072,MMP2-AS1,CHS.134072,CHS.134072,CHS.134072,CHS.134072
ABCC11	98	128	LONP2,LONP2,LONP2,LONP2,LONP2,LONP2,LONP2,LONP2,LONP2,LONP2,LONP2,LONP2,LONP2,LONP2,LONP2,LONP2,LONP2,LONP2,LONP2,LONP2,LONP2,LONP2,LONP2,LONP2,LONP2,LONP2,LONP2,LONP2,LONP2,LONP2
SQLE	49	49	None
PDK4	41	41	None
CTH	72	74	LOC105378793,LOC105378793
TCEAL7	12	12	None
LPXN	77	77	None
GATA3	37	39	GATA3-AS1,GATA3-AS1
APOBEC3B	44	100	APOBEC3A,APOBEC3A,APOBEC3A,APOBEC3B-AS1,APOBEC3B-AS1,APOBEC3B-AS1,APOBEC3B-AS1,APOBEC3B-AS1,APOBEC3B-AS1,APOBEC3B-AS1,APOBEC3B-AS1,APOBEC3B-AS1,APOBEC3B-AS1,APOBEC3B-AS1,APOBEC3B-AS1,APOBEC3B-AS1,APOBEC3B-AS1,APOBEC3B-AS1,APOBEC3B-AS1,APOBEC3B-AS1,APOBEC3B-AS1,APOBEC3B-AS1,APOBEC3B-AS1,APOBEC3B-AS1,APOBEC3B-AS1,APOBEC3B-AS1,APOBEC3B-AS1,APOBEC3B-AS1,APOBEC3B-AS1,APOBEC3B-AS1,APOBEC3B-AS1,APOBEC3B-AS1,APOBEC3B-AS1,APOBEC3B-AS1,APOBEC3B-AS1,APOBEC3B-AS1,APOBEC3B-AS1,APOBEC3B-AS1,APOBEC3B-AS1,APOBEC3B-AS1,APOBEC3B-AS1,APOBEC3B-AS1,APOBEC3B-AS1,APOBEC3B-AS1,APOBEC3B-AS1,APOBEC3B-AS1,APOBEC3B-AS1,APOBEC3C,APOBEC3D,APOBEC3D,APOBEC3D,APOBEC3D,APOBEC3D,APOBEC3F,APOBEC3F,APOBEC3F
FGL2	42	84	CCDC146,CCDC146,CCDC146,CCDC146,CCDC146,CCDC146,CCDC146,CCDC146,CCDC146,CCDC146,CCDC146,CCDC146,CCDC146,CCDC146,CCDC146,CCDC146,CCDC146,CCDC146,CCDC146,CCDC146,CCDC146,CCDC146,CCDC146,CCDC146,CCDC146,CCDC146,CCDC146,CCDC146,CCDC146,CCDC146,CCDC146,CCDC146,CCDC146,CCDC146,CCDC146,CCDC146,CCDC146,CCDC146,CCDC146,CCDC146,CCDC146,CCDC146
ESR1	107	473	CHS.47834,LOC107986529,CHS.47834,LOC107986529,CHS.47835,CHS.165689,CHS.137765,CHS.47834,LOC107986529,CHS.47835,CHS.165689,CHS.137765,CHS.47834,LOC107986529,CHS.47835,CHS.165689,CHS.137765,CHS.47834,LOC107986529,CHS.47835,CHS.165689,CHS.137765,CHS.47834,LOC107986529,CHS.47835,CHS.165689,CHS.137765,CHS.47834,LOC107986529,CHS.47835,CHS.165689,CHS.137765,CHS.47834,LOC107986529,CHS.47835,CHS.165689,CHS.137765,CHS.47834,LOC107986529,CHS.47835,CHS.165689,CHS.137765,CHS.47834,LOC107986529,CHS.47835,CHS.165689,CHS.137765,CHS.47834,LOC107986529,CHS.47835,CHS.165689,CHS.137765,CHS.47834,LOC107986529,CHS.47835,CHS.165689,CHS.137765,CHS.47834,LOC107986529,CHS.47835,CHS.165689,CHS.137765,CHS.47834,LOC107986529,CHS.47835,CHS.165689,CHS.137765,CHS.47834,LOC107986529,CHS.47835,CHS.165689,CHS.137765,CHS.47834,LOC107986529,CHS.47835,CHS.165689,CHS.137765,CHS.47834,LOC107986529,CHS.47835,CHS.165689,CHS.137765,CHS.47834,LOC107986529,CHS.47835,CHS.165689,CHS.137765,CHS.47835,CHS.165689,CHS.137765,CHS.47835,CHS.165689,CHS.137765,CHS.47835,CHS.165689,CHS.137765,CHS.47835,CHS.165689,CHS.137765,CHS.47835,CHS.165689,CHS.137765,CHS.47835,CHS.165689,CHS.137765,CHS.47835,CHS.165689,CHS.137765,CHS.47835,CHS.165689,CHS.137765,CHS.47835,CHS.165689,CHS.137765,CHS.47835,CHS.165689,CHS.137765,CHS.47835,CHS.165689,CHS.137765,CHS.47835,CHS.165689,CHS.137765,CHS.47835,CHS.165689,CHS.137765,CHS.47835,CHS.165689,CHS.137765,CHS.47835,CHS.165689,CHS.137765,CHS.47835,CHS.165689,CHS.137765,CHS.47835,CHS.165689,CHS.137765,CHS.47835,CHS.165689,CHS.137765,CHS.47835,CHS.165689,CHS.137765,CHS.47835,CHS.165689,CHS.137765,CHS.47835,CHS.165689,CHS.137765,CHS.47835,CHS.165689,CHS.137765,CHS.47835,CHS.165689,CHS.137765,CHS.47835,CHS.165689,CHS.137765,CHS.47835,CHS.165689,CHS.137765,CHS.47835,CHS.165689,CHS.137765,CHS.47835,CHS.165689,CHS.137765,CHS.47835,CHS.165689,CHS.137765,CHS.47835,CHS.165689,CHS.137765,CHS.47835,CHS.165689,CHS.137765,CHS.47835,CHS.165689,CHS.137765,CHS.47835,CHS.165689,CHS.137765,CHS.47835,CHS.165689,CHS.137765,CHS.47835,CHS.165689,CHS.137765,CHS.47835,CHS.165689,CHS.137765,CHS.47835,CHS.165689,CHS.137765,CHS.47835,CHS.165689,CHS.137765,CHS.47835,CHS.165689,CHS.137765,CHS.47835,CHS.165689,CHS.137765,CHS.47835,CHS.165689,CHS.137765,CHS.47835,CHS.165689,CHS.137765,CHS.47835,CHS.165689,CHS.137765,CHS.47835,CHS.165689,CHS.137765,CHS.47835,CHS.165689,CHS.137765,CHS.47835,CHS.165689,CHS.137765,CHS.47835,CHS.165689,CHS.137765,CHS.47835,CHS.165689,CHS.137765,CHS.47835,CHS.165689,CHS.137765,CHS.47835,CHS.165689,CHS.137765,CHS.47835,CHS.165689,CHS.137765,CHS.47835,CHS.165689,CHS.137765,CHS.47835,CHS.165689,CHS.137765,CHS.47835,CHS.165689,CHS.137765,CHS.47835,CHS.165689,CHS.137765,CHS.47835,CHS.165689,CHS.137765,CHS.47835,CHS.165689,CHS.137765,CHS.47835,CHS.165689,CHS.137765,CHS.47835,CHS.165689,CHS.137765,CHS.47835,CHS.165689,CHS.137765,CHS.47835,CHS.165689,CHS.137765,CHS.47835,CHS.165689,CHS.137765,CHS.47835,CHS.165689,CHS.137765,CHS.47835,CHS.165689,CHS.137765,CHS.47835,CHS.165689,CHS.137765,SYNE1,CHS.47835,CHS.165689,CHS.137765,SYNE1,CHS.47835,CHS.165689,CHS.137765,SYNE1,CHS.47835,CHS.165689,CHS.137765,SYNE1,CHS.47835,CHS.165689,CHS.137765,SYNE1,CHS.47835,CHS.165689,CHS.137765,SYNE1,CHS.47835,CHS.165689,CHS.137765,SYNE1,CHS.47835,CHS.165689,CHS.137765,SYNE1,CHS.47835,CHS.165689,CHS.137765,SYNE1,CHS.47835,CHS.165689,CHS.137765,SYNE1,CHS.47835,CHS.165689,CHS.137765,SYNE1,CHS.47835,CHS.165689,CHS.137765,SYNE1,CHS.47835,CHS.165689,CHS.137765,SYNE1,CHS.47835,CHS.165689,CHS.137765,SYNE1,CHS.47835,CHS.165689,CHS.137765,SYNE1,CHS.47835,CHS.165689,CHS.137765,SYNE1,CHS.47835,CHS.165689,CHS.137765,SYNE1,CHS.47835,CHS.165689,CHS.137765,SYNE1,CHS.47835,CHS.165689,CHS.137765,SYNE1,CHS.165689,CHS.137765,CHS.165689,CHS.137765,CHS.165689,CHS.137765,CHS.165689,CHS.137765,CHS.165689,CHS.137765,CHS.165689,CHS.137765,CHS.165689,CHS.137765
DSP	100	184	DSP-AS1,DSP-AS1,DSP-AS1,DSP-AS1,DSP-AS1,DSP-AS1,DSP-AS1,DSP-AS1,DSP-AS1,DSP-AS1,DSP-AS1,DSP-AS1,DSP-AS1,DSP-AS1,DSP-AS1,DSP-AS1,DSP-AS1,DSP-AS1,DSP-AS1,DSP-AS1,DSP-AS1,DSP-AS1,DSP-AS1,DSP-AS1,DSP-AS1,DSP-AS1,DSP-AS1,DSP-AS1,DSP-AS1,DSP-AS1,DSP-AS1,DSP-AS1,DSP-AS1,DSP-AS1,DSP-AS1,DSP-AS1,DSP-AS1,DSP-AS1,DSP-AS1,DSP-AS1,DSP-AS1,DSP-AS1,DSP-AS1,DSP-AS1,DSP-AS1,DSP-AS1,DSP-AS1,DSP-AS1,DSP-AS1,DSP-AS1,DSP-AS1,DSP-AS1,DSP-AS1,DSP-AS1,DSP-AS1,DSP-AS1,DSP-AS1,DSP-AS1,DSP-AS1,DSP-AS1,DSP-AS1,DSP-AS1,DSP-AS1,DSP-AS1,DSP-AS1,DSP-AS1,DSP-AS1,DSP-AS1,DSP-AS1,DSP-AS1,DSP-AS1,DSP-AS1,DSP-AS1,DSP-AS1,DSP-AS1,DSP-AS1,DSP-AS1,DSP-AS1,DSP-AS1,DSP-AS1,DSP-AS1,DSP-AS1,DSP-AS1,DSP-AS1
RHOH	69	69	None
LILRA4	24	30	VN1R104P,LILRA5,VN1R104P,LILRA5,VN1R104P,LILRA5
TOP2A	24	24	None
MS4A1	100	100	None
EGFR	128	198	EGFR-AS1,EGFR-AS1,EGFR-AS1,EGFR-AS1,EGFR-AS1,EGFR-AS1,EGFR-AS1,EGFR-AS1,EGFR-AS1,EGFR-AS1,EGFR-AS1,EGFR-AS1,EGFR-AS1,EGFR-AS1,EGFR-AS1,EGFR-AS1,EGFR-AS1,EGFR-AS1,EGFR-AS1,EGFR-AS1,EGFR-AS1,EGFR-AS1,EGFR-AS1,EGFR-AS1,EGFR-AS1,EGFR-AS1,EGFR-AS1,EGFR-AS1,EGFR-AS1,EGFR-AS1,EGFR-AS1,EGFR-AS1,EGFR-AS1,EGFR-AS1,EGFR-AS1,EGFR-AS1,EGFR-AS1,EGFR-AS1,EGFR-AS1,EGFR-AS1,EGFR-AS1,EGFR-AS1,EGFR-AS1,EGFR-AS1,EGFR-AS1,EGFR-AS1,EGFR-AS1,EGFR-AS1,EGFR-AS1,EGFR-AS1,EGFR-AS1,EGFR-AS1,EGFR-AS1,EGFR-AS1,EGFR-AS1,EGFR-AS1,EGFR-AS1,EGFR-AS1,EGFR-AS1,EGFR-AS1,EGFR-AS1,EGFR-AS1,EGFR-AS1,EGFR-AS1,EGFR-AS1,EGFR-AS1,EGFR-AS1,EGFR-AS1,EGFR-AS1,EGFR-AS1
DUSP2	14	14	None
